2048 1024
624 693 993
394 996 1022
106 464 1002
304 419 995
560 750 852
172 266 455
659 690 781
309 373 379
436 455 545
128 191 788
322 469 925
74 557 910
486 788 906
244 368 527
242 523 773
82 563 1002
367 635 797
20 229 304
7 149 401
221 458 670
282 426 884
676 923 988
206 786 954
147 957 995
509 940 980
152 318 998
510 732 751
113 613 1012
330 566 634
31 657 963
18 430 529
150 303 915
371 592 646
918 932 1004
67 141 814
35 324 547
540 565 945
69 104 325
58 497 722
99 214 783
6 377 809
219 288 302
14 107 728
256 765 771
162 408 858
226 476 588
135 234 444
66 482 662
661 933 1018
74 311 350
29 220 333
33 369 620
228 483 885
393 604 982
219 609 694
645 896 1016
145 509 853
396 451 690
25 159 890
279 345 881
54 966 972
360 658 757
138 449 456
41 223 961
176 736 777
248 257 889
6 504 722
238 610 776
151 241 891
322 422 1009
71 457 695
71 336 584
81 401 693
147 207 612
174 469 514
209 669 787
35 157 427
783 880 931
394 516 987
11 313 767
347 625 787
129 676 804
647 876 896
323 334 1014
383 546 833
84 113 520
317 388 693
180 202 288
807 818 921
224 426 749
83 358 374
52 77 391
11 188 611
634 904 915
22 142 830
476 686 732
538 749 1001
72 891 938
165 240 703
80 592 746
216 440 855
140 275 574
861 939 1015
172 651 687
1 293 508
136 222 951
201 258 791
315 515 895
101 489 731
200 701 927
147 188 261
143 288 844
96 804 957
410 509 857
500 716 764
13 465 876
292 296 533
39 647 753
96 132 371
35 210 582
327 332 652
19 60 185
41 639 941
160 929 992
167 816 984
253 572 601
516 594 661
186 267 948
77 457 555
260 269 459
455 503 815
47 502 941
179 806 819
262 381 1008
396 410 898
259 303 532
338 560 869
502 828 965
159 531 902
1 346 883
279 753 870
89 182 879
187 561 943
448 462 692
9 106 836
235 400 729
201 470 493
688 772 991
192 798 847
255 524 689
231 487 931
425 499 961
105 661 958
105 867 990
296 298 688
152 315 773
61 683 964
334 364 669
117 521 976
141 418 476
38 251 912
730 814 998
324 628 790
111 454 633
470 846 1005
283 520 844
236 385 463
170 778 928
406 988 1020
50 604 809
432 555 991
487 843 989
95 289 519
155 550 829
577 975 977
126 339 593
9 193 977
295 461 909
376 429 702
523 743 999
241 578 671
45 715 955
303 398 725
474 577 891
403 480 568
37 68 305
5 617 900
669 712 953
271 313 920
148 476 703
141 178 872
162 666 694
488 599 912
176 259 1013
667 750 970
121 197 606
77 278 675
40 234 829
61 608 993
257 749 796
420 506 862
114 859 984
99 697 816
8 34 730
87 272 516
368 500 646
21 89 633
644 648 959
239 766 822
24 199 894
418 794 923
558 768 1016
204 278 552
382 937 954
8 140 996
123 243 756
511 638 966
196 821 1019
176 586 850
100 243 576
223 663 702
265 329 565
633 911 939
684 856 943
50 479 574
458 943 973
306 330 350
14 377 464
0 204 852
67 621 975
501 732 845
92 362 764
233 784 966
695 763 814
453 609 832
338 367 615
124 263 1000
237 767 773
261 708 1009
76 118 836
707 799 882
383 529 918
19 798 946
544 610 828
191 378 843
150 342 493
411 501 682
44 502 560
166 178 385
544 629 937
570 837 847
505 828 915
7 580 991
248 395 658
311 404 443
469 721 724
122 371 853
18 632 976
182 364 785
297 343 757
108 246 626
312 653 850
268 374 601
134 451 618
56 488 956
256 486 922
270 567 741
9 795 901
23 727 902
231 524 621
205 665 985
92 404 452
423 624 997
314 718 929
26 594 607
395 407 526
91 472 684
415 655 866
341 586 1012
229 501 986
100 185 356
318 760 803
308 525 934
83 563 770
103 128 908
86 589 618
253 498 757
88 829 1004
169 650 879
404 926 1009
84 181 407
300 590 1019
942 967 990
267 951 1016
251 563 926
292 426 447
10 773 991
220 601 841
203 310 908
332 542 637
385 386 993
34 253 445
5 471 959
74 158 886
215 629 760
225 362 887
443 556 909
3 304 553
111 194 922
157 897 932
418 578 1022
735 754 826
228 243 549
3 235 637
20 733 1009
631 729 842
292 767 1008
314 589 793
689 723 752
498 837 972
44 101 484
40 158 494
244 637 995
232 250 555
274 642 1015
189 252 639
48 342 407
467 994 998
180 701 801
134 457 637
390 684 933
115 499 796
152 197 551
171 320 710
21 599 869
90 311 811
567 859 888
148 197 856
720 922 962
299 312 987
427 897 964
17 156 872
245 287 398
148 530 994
107 735 931
237 849 891
406 472 482
83 528 556
187 545 734
339 772 1007
750 845 984
104 165 671
204 500 1016
547 920 952
138 233 784
385 416 811
568 643 807
142 644 1002
223 678 684
191 286 319
25 249 517
15 189 412
440 553 801
112 145 847
397 571 901
348 592 921
518 804 878
297 576 617
54 217 467
53 265 511
386 548 551
771 886 950
373 666 673
406 438 726
46 226 818
483 627 791
27 270 463
121 130 348
616 765 839
435 439 961
475 769 925
86 479 957
33 566 865
369 377 702
86 548 714
427 694 791
24 527 597
359 766 1021
527 909 1023
595 905 947
114 459 881
31 541 788
14 185 655
82 689 708
109 199 635
356 653 712
6 93 778
260 399 541
227 516 836
799 874 1010
232 445 845
120 333 882
218 385 564
463 833 987
458 797 902
585 607 710
41 378 648
439 524 758
290 672 905
85 596 801
40 75 907
4 264 492
373 537 788
90 895 985
392 495 914
349 927 936
53 427 853
516 683 790
434 557 953
220 906 956
463 480 639
520 539 732
427 715 1005
82 459 619
340 582 758
474 677 938
769 874 926
41 558 577
114 673 976
128 761 877
340 356 580
485 541 613
119 437 748
483 650 960
618 675 763
95 147 935
270 276 442
103 208 575
254 808 982
588 703 813
666 858 932
136 380 807
200 431 821
36 102 663
225 357 832
301 591 656
493 725 848
238 534 632
80 450 828
359 526 554
97 903 941
262 638 760
76 209 450
519 552 1006
245 645 841
10 464 672
71 792 864
33 715 841
806 965 999
30 135 494
81 415 835
250 508 570
488 741 972
524 680 967
161 179 854
159 166 715
504 532 924
728 896 1022
378 577 992
452 455 889
106 274 583
662 882 888
308 795 999
382 531 539
76 206 983
194 425 454
448 641 714
263 269 655
94 141 420
36 455 747
53 397 622
65 254 829
5 449 482
384 546 567
119 710 1002
306 839 996
169 590 996
334 537 923
485 562 1020
417 779 880
192 260 587
129 665 948
185 481 1023
236 767 847
853 982 1008
433 446 596
393 397 496
561 832 958
15 160 272
207 222 280
220 408 442
153 232 632
100 164 772
333 630 1001
1 46 310
101 324 326
115 136 157
192 384 433
190 792 869
295 321 851
314 430 857
527 584 933
178 490 644
96 143 770
131 225 365
503 564 825
564 723 745
109 854 861
72 326 646
196 482 861
33 915 947
74 713 777
404 532 801
243 330 823
4 654 907
376 394 761
207 522 534
48 309 392
157 340 743
328 514 955
52 332 1015
174 175 237
894 899 987
81 837 846
117 120 431
175 392 658
79 492 682
405 853 1011
47 505 808
790 918 1015
78 272 508
56 412 838
219 349 671
239 855 911
88 607 1006
292 459 880
81 326 686
307 310 723
0 368 687
268 435 477
106 108 313
409 720 883
290 783 910
184 659 953
311 353 630
1 417 934
89 314 866
324 600 739
710 904 958
106 654 928
230 288 895
244 394 979
100 212 927
275 445 907
866 936 971
492 883 946
346 350 581
29 96 202
264 587 906
608 963 968
82 323 517
177 792 816
57 177 363
43 180 610
342 489 744
636 739 983
552 600 607
285 503 679
38 72 889
161 327 1009
142 420 424
352 711 946
292 309 568
305 422 444
181 371 871
265 554 789
336 427 439
364 784 789
635 848 898
550 785 895
160 190 197
818 870 881
438 611 726
61 83 604
185 811 979
681 704 935
478 596 768
137 400 506
135 624 875
421 772 964
372 418 828
171 321 757
440 665 949
770 831 948
562 572 806
144 749 784
82 88 547
485 541 653
84 112 893
666 694 785
591 679 968
30 533 726
183 272 947
139 398 755
111 132 766
190 214 425
629 631 1010
152 864 1020
453 623 661
150 218 901
708 738 925
372 388 714
21 545 691
167 749 938
217 254 905
9 549 770
403 512 821
239 734 888
20 62 447
27 435 936
420 712 979
80 890 974
67 329 789
412 569 572
487 560 720
309 606 738
504 614 996
42 596 1011
234 582 612
191 366 510
177 646 979
148 335 352
146 493 980
105 867 879
430 532 703
414 611 974
296 437 646
51 419 875
43 610 1000
131 408 837
640 885 960
115 210 450
70 211 293
846 937 984
27 164 210
322 634 798
101 186 207
165 495 749
252 689 779
476 930 1001
25 41 52
345 393 451
353 758 970
762 785 892
264 548 677
361 379 797
230 235 561
254 400 994
54 634 878
269 742 790
229 388 888
205 411 538
28 172 959
442 744 939
422 604 640
72 178 1005
76 449 869
637 884 982
131 332 584
142 330 364
478 741 847
31 598 835
340 512 576
170 685 891
109 691 954
255 380 875
479 708 876
181 325 424
16 72 944
203 298 912
156 237 474
228 910 978
129 877 1021
602 711 962
80 134 193
49 129 736
213 413 685
4 73 147
154 186 793
347 635 940
124 228 899
64 500 818
60 566 817
31 117 989
141 181 580
20 562 718
229 285 295
318 621 921
401 532 837
40 724 920
512 622 657
69 347 573
119 274 676
110 191 202
115 457 1007
89 94 921
86 319 742
165 465 681
327 358 1013
570 578 681
52 251 454
172 344 669
204 513 1004
238 419 799
149 205 928
562 601 619
349 397 721
334 426 867
46 873 976
118 474 836
284 803 837
168 321 961
132 168 574
14 150 514
111 730 964
124 245 925
58 335 941
50 282 454
289 466 813
130 535 702
54 411 825
93 287 966
261 745 1007
248 525 594
8 497 761
499 519 991
15 405 926
542 871 955
461 794 968
109 525 996
257 368 945
152 719 772
640 798 827
278 527 648
543 615 742
387 615 693
305 380 734
12 579 824
639 672 869
162 705 902
679 684 719
282 595 827
63 156 762
161 373 458
144 460 922
379 414 947
718 907 913
21 136 575
372 696 860
49 323 739
261 740 963
100 319 927
324 793 935
33 350 586
10 111 293
112 401 431
128 257 635
205 261 613
165 486 731
134 172 889
29 429 679
439 652 1010
352 535 652
471 485 498
624 633 732
162 589 844
103 247 448
317 473 956
614 950 975
291 314 1013
28 64 971
156 292 849
27 578 919
294 461 882
197 203 472
43 990 998
325 355 877
52 451 942
712 807 949
39 213 523
96 477 721
342 416 839
312 366 509
739 892 893
12 886 962
370 434 507
163 852 985
186 211 962
560 718 914
32 419 1008
55 76 380
127 341 903
651 666 970
331 487 952
22 421 758
434 515 769
178 862 988
728 820 868
353 452 810
127 188 950
239 294 700
136 625 930
50 380 579
65 434 681
784 812 899
98 706 810
133 179 233
144 782 846
538 572 975
321 814 994
499 634 898
505 575 730
473 625 705
382 732 973
262 409 924
196 316 705
340 777 949
208 901 977
72 507 768
205 703 939
521 581 1006
65 530 583
265 659 781
370 720 984
577 622 705
273 537 969
312 530 950
163 366 839
45 217 270
55 664 792
3 139 721
138 158 508
29 110 852
658 815 897
351 827 977
340 797 916
11 811 881
105 477 938
233 596 689
393 411 667
173 722 982
211 252 1006
468 927 1019
175 568 866
302 484 819
519 805 865
200 625 999
315 747 929
326 621 755
256 376 698
642 945 994
28 526 983
263 268 321
232 478 875
146 910 946
121 390 817
513 588 741
91 526 760
319 478 992
65 486 631
55 593 657
204 251 768
73 81 347
155 583 967
386 782 1004
63 139 948
5 670 765
22 337 792
259 360 886
163 179 932
149 357 1003
700 719 778
656 761 910
431 432 971
45 475 863
94 319 644
230 338 546
770 846 919
708 799 832
265 471 868
91 398 473
362 809 930
125 687 699
23 550 724
208 605 623
240 252 758
291 745 1005
316 532 579
352 617 963
210 398 800
17 306 480
210 504 877
13 360 585
51 454 687
269 384 667
654 671 741
347 618 952
144 249 840
184 518 851
7 317 638
107 220 229
436 728 730
370 815 950
232 392 438
425 495 849
158 357 819
342 429 591
263 722 747
88 668 901
398 603 880
460 616 908
680 704 976
28 372 610
159 283 863
19 135 531
151 754 799
66 369 805
123 229 691
248 607 1014
53 175 381
8 158 757
270 686 935
132 608 729
134 189 276
102 590 964
14 88 778
284 724 806
46 182 877
384 551 578
110 934 966
285 632 745
18 538 966
57 479 1020
348 878 928
407 654 775
55 193 943
54 100 663
158 258 605
195 638 755
167 215 1018
255 479 910
307 565 959
219 431 631
557 695 1023
159 775 878
174 866 885
61 195 824
95 505 557
447 857 864
209 617 834
171 569 674
868 976 1010
372 518 744
362 399 850
104 192 582
63 640 727
529 586 796
97 300 865
491 654 769
87 584 601
124 353 446
824 867 915
139 357 908
48 85 409
112 184 438
345 444 817
329 546 988
603 604 836
522 955 995
191 667 753
108 375 987
17 514 921
209 315 393
98 208 600
233 690 905
76 122 377
642 789 1003
171 344 810
94 392 480
73 149 663
113 569 713
358 678 702
151 223 234
551 873 893
15 410 989
160 821 834
278 438 608
581 616 824
329 374 1000
320 588 881
506 664 692
61 281 467
244 268 405
143 367 765
282 369 470
63 254 947
622 697 854
184 531 798
149 440 511
58 275 680
284 751 859
891 971 994
78 168 464
269 306 503
4 83 643
36 75 375
25 98 150
87 402 456
542 748 830
481 657 821
66 830 832
236 587 634
579 591 897
375 659 747
379 623 807
194 382 782
193 388 865
38 95 965
12 307 316
365 576 973
311 395 691
533 643 776
75 468 737
10 40 544
667 690 797
430 573 890
146 393 522
297 389 468
21 475 911
214 856 909
97 251 329
358 513 606
59 313 674
553 709 833
501 752 920
170 395 722
45 160 295
249 925 969
413 621 751
39 329 814
231 271 983
616 721 780
166 389 985
450 655 830
213 428 549
74 467 1023
137 477 562
277 314 608
122 231 599
332 351 856
474 490 697
47 549 764
56 599 809
123 230 582
126 428 657
242 735 904
345 408 619
183 771 1004
133 247 802
451 827 882
80 182 831
2 256 501
467 805 999
21 155 439
296 892 986
193 242 644
26 64 937
470 889 957
75 183 567
199 564 877
552 636 959
240 670 799
658 818 862
221 460 760
509 563 821
18 161 740
84 483 860
629 778 798
706 833 854
214 446 627
395 506 649
70 471 640
247 492 493
434 543 864
364 606 876
247 459 567
44 150 306
13 354 763
120 579 638
16 680 733
62 639 672
614 677 897
330 573 735
35 68 742
103 267 416
302 323 923
574 886 956
495 672 981
25 458 572
58 555 851
148 595 894
613 638 833
102 251 1008
47 123 612
344 743 967
218 308 745
305 725 1016
19 539 825
463 791 1022
79 154 917
176 395 848
283 339 782
63 194 564
304 377 1016
302 339 838
266 759 900
144 512 869
448 466 585
201 871 887
55 122 222
337 345 660
605 963 985
382 423 777
274 620 687
309 764 967
423 540 894
53 650 820
18 218 628
15 445 519
508 644 939
490 822 857
529 589 590
182 453 565
756 971 1017
96 336 940
235 466 1011
481 780 868
32 67 780
301 781 838
142 199 615
278 359 962
316 662 802
89 549 706
710 865 1000
49 142 286
26 328 775
5 286 535
30 170 349
409 429 522
42 681 771
602 699 893
95 745 1015
317 695 906
22 331 355
27 390 825
534 804 913
65 437 992
153 222 717
118 258 932
182 344 443
407 859 978
723 765 843
392 599 864
30 652 701
77 125 823
89 488 662
259 696 734
264 515 989
131 346 548
81 123 793
585 714 977
466 641 863
168 503 698
385 436 576
521 805 888
154 728 841
312 549 863
204 387 974
414 736 769
289 643 858
86 626 642
157 361 488
3 238 884
236 755 851
116 259 997
802 887 981
31 37 616
313 537 777
463 510 628
48 709 792
106 337 997
85 397 726
102 400 497
290 701 716
451 820 824
474 589 879
261 815 997
93 383 840
198 300 308
83 737 899
729 737 984
132 353 654
366 968 1005
691 752 1000
489 542 751
682 773 830
262 575 733
12 243 600
222 580 925
420 538 620
68 265 842
376 386 515
121 534 818
97 387 939
560 823 973
30 214 736
1 217 958
754 767 933
275 294 648
517 736 817
11 273 885
132 526 936
373 404 669
546 811 873
129 424 826
70 286 462
603 751 806
130 750 945
242 735 762
13 365 742
325 647 735
32 230 403
386 845 1003
36 586 669
226 516 671
271 441 849
120 352 1014
903 917 1023
453 621 868
892 948 1011
653 695 756
97 537 597
465 628 955
341 781 1019
177 699 815
402 480 623
298 602 753
69 195 762
48 271 787
32 675 942
496 521 913
534 719 1002
154 415 442
268 521 664
522 796 873
222 563 913
59 126 470
378 473 926
4 112 872
312 350 618
701 709 820
297 400 628
12 595 995
391 541 880
24 449 612
137 399 797
59 70 834
119 763 838
383 536 981
166 288 697
176 519 896
355 678 1013
327 511 675
293 399 995
325 661 838
249 528 668
42 73 802
413 884 1017
163 711 733
163 293 743
38 187 912
143 441 674
44 101 570
77 145 699
15 524 670
28 375 789
131 366 375
188 220 587
17 216 965
23 368 410
57 507 633
240 422 539
38 67 102
163 335 813
35 108 853
42 710 770
370 464 602
384 696 736
42 107 711
91 746 802
155 252 645
255 432 769
127 499 642
500 502 718
410 627 946
273 362 559
318 488 571
34 36 454
252 260 559
603 609 748
108 806 914
203 359 764
99 281 330
299 447 452
664 912 1022
297 617 950
460 592 1012
697 800 916
8 51 712
85 195 584
328 418 551
45 331 542
291 338 911
45 114 117
291 511 645
412 843 893
302 338 731
59 92 606
44 800 945
630 653 704
32 291 981
181 833 993
536 822 944
88 215 997
216 333 892
70 113 801
428 708 890
127 299 934
154 349 840
240 456 689
174 611 931
260 264 597
39 336 903
277 285 782
468 665 734
169 514 717
245 371 945
4 118 705
138 208 601
16 559 591
294 331 1017
78 713 934
215 569 820
561 816 844
496 713 928
281 472 624
198 286 800
381 536 539
322 361 753
0 200 237
156 533 618
167 206 859
446 511 593
276 346 415
2 364 379
351 858 956
43 477 922
484 595 828
232 675 970
677 739 886
179 425 686
305 390 962
189 196 206
354 597 676
269 780 831
28 304 453
279 717 894
168 408 914
65 786 889
172 283 564
305 450 1005
411 482 738
152 187 341
104 128 671
149 752 982
62 709 812
225 372 380
169 554 775
175 228 861
513 535 923
186 484 490
161 538 920
297 719 840
179 273 343
636 661 774
69 124 738
627 665 842
0 502 703
212 264 705
334 438 766
298 572 860
57 362 897
0 536 756
370 755 970
20 187 878
287 421 922
310 441 545
0 41 707
207 700 990
22 333 682
90 431 919
554 785 898
207 668 694
175 192 473
375 858 938
165 307 611
341 461 571
287 331 686
162 323 817
309 740 868
90 412 704
698 843 900
173 648 999
412 677 791
257 633 692
52 646 908
68 266 418
357 593 699
86 535 574
203 655 873
367 460 954
218 716 754
30 224 548
130 672 957
748 761 790
79 295 944
318 402 483
266 298 906
623 647 963
198 640 713
465 528 692
120 318 673
91 183 944
201 215 512
202 234 262
609 899 902
180 534 803
554 605 675
2 397 565
116 501 969
177 426 748
317 379 842
459 729 878
145 403 875
37 221 744
472 573 844
119 681 727
800 845 862
7 173 367
22 612 759
8 273 914
795 1115 1946 1984 1989 1994
413 671 706 1071 1122 1803
86 188 380 1648 1951 2035
402 478 874 880 1417 1769
978 1091 1264 1591 1845 1934
229 753 869 1049 1453 1733
487 502 558 607 633 963
18 324 585 819 1486 2045
770 781 1311 1507 1905 2047
178 511 711 743 834 1192
147 418 863 1022 1341 1610
88 149 646 659 1423 1807
96 1324 1371 1605 1794 1849
15 438 682 1479 1674 1816
91 609 794 959 1300 1512
928 1065 1313 1571 1715 1871
139 231 522 1255 1676 1936
90 247 908 1477 1558 1875
10 597 824 1518 1662 1714
249 543 688 809 1501 1694
195 584 881 1195 1272 1991
773 901 1189 1334 1615 1650
661 1381 1454 1740 1996 2046
260 282 546 835 1470 1876
74 132 488 776 953 1851
336 625 927 1227 1593 1685
429 435 454 841 1653 1732
253 943 1196 1221 1359 1741
1239 1357 1438 1499 1872 1962
128 395 617 1134 1347 1419
1026 1178 1734 1750 1802 2019
277 596 958 1248 1270 1773
19 1376 1724 1818 1836 1917
347 618 949 1024 1087 1340
40 115 381 770 868 1894
104 602 643 686 1680 1881
177 1010 1046 1592 1820 1894
41 323 412 752 1773 2041
270 727 1145 1604 1867 1879
236 419 684 1366 1626 1929
411 764 888 977 1276 1610
630 689 973 994 1227 1994
64 1204 1736 1863 1882 1885
214 227 1140 1215 1362 1953
558 814 887 1673 1869 1915
748 1415 1461 1623 1908 1910
317 452 941 1071 1295 1514
112 326 698 1105 1638 1690
141 893 1094 1550 1776 1835
231 377 491 1262 1336 1731
139 209 736 791 1304 1389
59 89 268 1214 1480 1905
658 1097 1227 1287 1364 2012
232 936 983 1047 1506 1713
342 627 935 1235 1307 1523
341 1377 1416 1447 1522 1706
85 308 533 831 1108 1639
28 78 1139 1519 1877 1988
457 554 605 1303 1586 1686
400 511 1619 1843 1853 1914
5 281 321 393 688 1269
335 723 765 1160 1533 1578
130 209 243 1195 1677 1972
86 1329 1452 1542 1582 1699
138 404 476 1268 1357 1653
1048 1390 1408 1446 1743 1965
395 415 556 614 1503 1597
330 601 796 1199 1724 1879
465 531 752 1680 1797 2013
54 420 604 1278 1834 1982
123 1219 1668 1812 1853 1922
160 267 543 637 638 1023
664 1085 1145 1242 1255 1405
129 341 1264 1449 1566 1863
93 578 616 870 1088 1632
126 529 977 1592 1609 1655
806 1019 1041 1243 1377 1562
6 658 695 763 1751 1870
276 349 384 1107 1589 1938
6 145 513 1103 1696 2022
557 666 1015 1198 1261 1647
639 1027 1100 1113 1449 1756
39 582 960 990 1137 1173
657 850 914 1160 1591 1786
87 192 652 857 1175 1663
242 318 976 1550 1778 1906
852 948 951 1283 1767 2015
216 253 402 771 1546 1594
854 1111 1173 1495 1512 1920
708 773 1123 1282 1729 1752
367 490 902 980 1997 2007
382 843 1444 1467 1886 2029
7 35 462 798 838 1914
109 259 482 963 1308 1784
100 562 1045 1282 1462 1565
263 739 1002 1534 1604 1738
679 685 1080 1134 1367 1721
169 1017 1544 1617 1800 1828
284 373 545 1392 1560 1593
11 339 539 606 769 1899
786 847 1069 1129 1338 1523
505 675 887 1072 1223 1869
